Country Name,Country Code,Time,Time Code,"Net bilateral aid flows from DAC donors, United States (current US$) [DC.DAC.USAL.CD]",Net official aid received (constant 2013 US$) [DT.ODA.OATL.KD],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Net bilateral aid flows from DAC donors, Total (current US$) [DC.DAC.TOTL.CD]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Agricultural land (sq. km) [AG.LND.AGRI.K2],Battle-related deaths (number of people) [VC.BTL.DETH]
East Asia & Pacific (IDA & IBRD countries),TEA,1966,YR1966,793540000,..,..,1106050000,..,5856895,..
East Asia & Pacific (IDA & IBRD countries),TEA,1967,YR1967,808370000,..,..,1319250000,..,5898739,..
East Asia & Pacific (IDA & IBRD countries),TEA,1968,YR1968,870040000,..,..,1360600000,..,5938430,..
East Asia & Pacific (IDA & IBRD countries),TEA,1969,YR1969,939000000,..,..,1521670000,..,5985622,..
East Asia & Pacific (IDA & IBRD countries),TEA,1970,YR1970,892000000,..,..,1563070000,..,6037293,..
East Asia & Pacific (IDA & IBRD countries),TEA,1971,YR1971,980000000,..,..,1786850000,..,6075991,..
East Asia & Pacific (IDA & IBRD countries),TEA,1972,YR1972,1095000000,..,..,2020550000,..,6133766,..
East Asia & Pacific (IDA & IBRD countries),TEA,1973,YR1973,923000000,..,..,2082790000,..,6196261,..
East Asia & Pacific (IDA & IBRD countries),TEA,1974,YR1974,1097000000,..,..,2467950000,..,6274989,..
East Asia & Pacific (IDA & IBRD countries),TEA,1975,YR1975,503000000,..,..,1863800000,..,6329068,..
East Asia & Pacific (IDA & IBRD countries),TEA,1976,YR1976,326000000,..,..,1548410000,..,6247258,..
East Asia & Pacific (IDA & IBRD countries),TEA,1977,YR1977,268000000,..,..,1478390000,..,6321768,..
East Asia & Pacific (IDA & IBRD countries),TEA,1978,YR1978,276000000,..,..,1897610000,..,6387354,..
East Asia & Pacific (IDA & IBRD countries),TEA,1979,YR1979,268000000,..,..,2291180000,..,6429612,..
East Asia & Pacific (IDA & IBRD countries),TEA,1980,YR1980,207000000,..,..,2533890000,..,6478911,..
East Asia & Pacific (IDA & IBRD countries),TEA,1981,YR1981,191000000,..,..,2803440000,..,6537474,..
East Asia & Pacific (IDA & IBRD countries),TEA,1982,YR1982,152000000,..,0.597842340938992,2673430000,..,6639848,..
East Asia & Pacific (IDA & IBRD countries),TEA,1983,YR1983,238000000,..,0.672105116225446,2728310000,..,6751117,..
East Asia & Pacific (IDA & IBRD countries),TEA,1984,YR1984,221000000,..,0.62158440290015,2712480000,..,6857322,..
East Asia & Pacific (IDA & IBRD countries),TEA,1985,YR1985,196000000,..,0.571178679816574,2802440000,..,7012074,..
East Asia & Pacific (IDA & IBRD countries),TEA,1986,YR1986,434000000,..,0.604835579113352,3570530000,..,7098182,..
East Asia & Pacific (IDA & IBRD countries),TEA,1987,YR1987,284000000,..,0.774994035979159,4386760000,..,7189461,..
East Asia & Pacific (IDA & IBRD countries),TEA,1988,YR1988,158000000,..,1.19686577152249,5230990000,..,7264343,..
East Asia & Pacific (IDA & IBRD countries),TEA,1989,YR1989,232000000,..,1.36803753114875,5589990000,2.43063523471573,7338286,..
East Asia & Pacific (IDA & IBRD countries),TEA,1990,YR1990,289000000,..,1.58400678826044,6275210000,2.42371465227009,7410231,..
East Asia & Pacific (IDA & IBRD countries),TEA,1991,YR1991,245000000,..,1.82094983019014,5794460000,2.35628116988867,7439469,..
East Asia & Pacific (IDA & IBRD countries),TEA,1992,YR1992,225000000,..,2.65687852899998,7886260000,2.38463346002448,7442757,..
East Asia & Pacific (IDA & IBRD countries),TEA,1993,YR1993,334000000,..,4.41675561832604,7301180000,2.02724014459048,7444366,..
East Asia & Pacific (IDA & IBRD countries),TEA,1994,YR1994,428000000,..,4.30033469110231,7337390000,1.91434936980898,7483552,..
East Asia & Pacific (IDA & IBRD countries),TEA,1995,YR1995,331000000,..,3.87332685969809,7765530000,1.8262142194345,7494706,..
East Asia & Pacific (IDA & IBRD countries),TEA,1996,YR1996,195000000,..,3.88767878463173,5763160000,1.76658895786878,7499452,..
East Asia & Pacific (IDA & IBRD countries),TEA,1997,YR1997,165000000,..,3.98933726745329,4784670000,1.74380739715543,7614296,..
East Asia & Pacific (IDA & IBRD countries),TEA,1998,YR1998,256260000,..,4.04246856313361,6523330000,1.66512817704746,7621778,..
East Asia & Pacific (IDA & IBRD countries),TEA,1999,YR1999,477690000,..,3.20541224595784,8112020000,1.78621194951159,7651647,..
East Asia & Pacific (IDA & IBRD countries),TEA,2000,YR2000,414180000,-177800000,2.78080958217502,6805000000,1.71750044842372,7660822,..
East Asia & Pacific (IDA & IBRD countries),TEA,2001,YR2001,476580000,-118820000,2.84915789941784,5621450000,1.87321995720763,7646755,..
East Asia & Pacific (IDA & IBRD countries),TEA,2002,YR2002,601880000,-91770000,3.09954361452226,5634960000,1.94803697374796,7636807,..
East Asia & Pacific (IDA & IBRD countries),TEA,2003,YR2003,579590000,-487130000,2.96404566569792,4834230000,1.92910297192948,7485525,..
East Asia & Pacific (IDA & IBRD countries),TEA,2004,YR2004,419020000,-69390000,3.10520873283344,5146080000,1.86781297997835,7519090,..
East Asia & Pacific (IDA & IBRD countries),TEA,2005,YR2005,602390000,..,4.17103356159573,7596130000,1.80030754224709,7517577,..
East Asia & Pacific (IDA & IBRD countries),TEA,2006,YR2006,670040000,..,4.33611735038491,5773600000,1.79862759581866,7497065,..
East Asia & Pacific (IDA & IBRD countries),TEA,2007,YR2007,640990000,..,4.1001879665897,6237450000,1.76823475677155,7524153,..
East Asia & Pacific (IDA & IBRD countries),TEA,2008,YR2008,757650000,..,3.53584724423186,5949380000,1.73829080736073,7545564,711
East Asia & Pacific (IDA & IBRD countries),TEA,2009,YR2009,770540000,..,2.39811629595067,6768810000,1.90282282396592,7569967,1222
East Asia & Pacific (IDA & IBRD countries),TEA,2010,YR2010,832440000,..,3.79095536850562,7131630000,1.72485999387256,7579568,..
Ecuador,ECU,1960,YR1960,6000000,..,..,6020000,..,..,..
Ecuador,ECU,1961,YR1961,11000000,..,..,11000000,..,47100,..
Ecuador,ECU,1962,YR1962,12000000,..,..,12080000,..,47100,..
Ecuador,ECU,1963,YR1963,14000000,..,..,14620000,..,47200,..
Ecuador,ECU,1964,YR1964,17000000,..,..,17010000,..,47200,..
Ecuador,ECU,1965,YR1965,17320000,..,..,18690000,..,47300,..
Ecuador,ECU,1966,YR1966,22050000,..,..,22790000,..,47300,..
Ecuador,ECU,1967,YR1967,22900000,..,..,24320000,..,47400,..
Ecuador,ECU,1968,YR1968,12650000,..,..,15120000,..,47350,..
Ecuador,ECU,1969,YR1969,10000000,..,..,13260000,..,47950,..
Ecuador,ECU,1970,YR1970,9000000,..,..,14540000,..,48550,..
Ecuador,ECU,1971,YR1971,10000000,..,..,17360000,..,49150,..
Ecuador,ECU,1972,YR1972,8000000,..,..,13850000,..,49750,..
Ecuador,ECU,1973,YR1973,13000000,..,..,22280000,..,50350,..
Ecuador,ECU,1974,YR1974,8000000,..,..,21010000,..,51680,..
Ecuador,ECU,1975,YR1975,6000000,..,..,25410000,..,53850,..
Ecuador,ECU,1976,YR1976,11000000,..,-0.218875557393476,37250000,..,55550,..
Ecuador,ECU,1977,YR1977,5000000,..,0.312886954168932,23000000,..,58350,..
Ecuador,ECU,1978,YR1978,1000000,..,0.407632553170582,23710000,..,60050,..
Ecuador,ECU,1979,YR1979,2000000,..,0.447261075927501,50210000,..,61900,..
Ecuador,ECU,1980,YR1980,..,..,0.391465718880209,24010000,..,64780,..
Ecuador,ECU,1981,YR1981,1000000,..,0.275093486735419,26750000,..,67590,..
Ecuador,ECU,1982,YR1982,3000000,..,0.200703933173697,31300000,..,69600,..
Ecuador,ECU,1983,YR1983,9000000,..,0.291502981668326,40700000,..,70950,..
Ecuador,ECU,1984,YR1984,28000000,..,0.29563905461818,62360000,..,72550,..
Ecuador,ECU,1985,YR1985,44000000,..,0.361535121721331,72170000,..,74200,..
Ecuador,ECU,1986,YR1986,50000000,..,0.528922805369612,86100000,..,75800,..
Ecuador,ECU,1987,YR1987,43000000,..,0.882009256068713,180660000,..,77210,..
Ecuador,ECU,1988,YR1988,30000000,..,1.18756778476777,138170000,1.51774962190404,77260,..
Ecuador,ECU,1989,YR1989,15000000,..,1.1518391261415,132710000,1.36126250254787,77530,..
Ecuador,ECU,1990,YR1990,27000000,..,0.826810818532832,129110000,1.32615781291104,78460,..
Ecuador,ECU,1991,YR1991,22000000,..,0.941811624600907,179240000,1.23085686306647,79140,..
Ecuador,ECU,1992,YR1992,21000000,..,0.983738573731403,211720000,1.16670042356755,79530,..
Ecuador,ECU,1993,YR1993,19000000,..,2.50133095620069,177570000,1.45806109149185,79750,..
Ecuador,ECU,1994,YR1994,21000000,..,2.537928973021,182150000,1.28208974813281,81290,..
Ecuador,ECU,1995,YR1995,13000000,..,1.85193034031665,172930000,1.94507373835966,81080,11
Ecuador,ECU,1996,YR1996,12000000,..,1.98078257206972,223720000,1.66178970388415,79870,..
Ecuador,ECU,1997,YR1997,13000000,..,2.57065775466879,152990000,1.7727742517294,80120,..
Ecuador,ECU,1998,YR1998,4410000,..,3.10908156656419,169050000,1.96296426339534,80270,..
Ecuador,ECU,1999,YR1999,14000000,..,3.30059048812225,144340000,1.50747754698772,80750,..
Ecuador,ECU,2000,YR2000,47060000,..,-0.127889942196138,144980000,1.45207595274333,80660,..
Ecuador,ECU,2001,YR2001,55200000,..,2.2010848604506,153380000,1.56937598177954,77850,..
Ecuador,ECU,2002,YR2002,65030000,..,2.74357251922969,214370000,1.76889198532555,74900,..
Ecuador,ECU,2003,YR2003,72590000,..,2.68713101741546,189190000,2.2785533646602,72500,..
Ecuador,ECU,2004,YR2004,74480000,..,2.287241330465,173990000,1.9403327987762,75270,..
Ecuador,ECU,2005,YR2005,71330000,..,1.18874605515093,227320000,2.29840279075247,75000,..
Ecuador,ECU,2006,YR2006,70140000,..,0.579950851142313,199410000,2.02982587683564,74440,..
Ecuador,ECU,2007,YR2007,42660000,..,0.380084250544775,218920000,2.56823582019659,74120,..
Ecuador,ECU,2008,YR2008,46360000,..,1.71120940703845,236660000,2.66504173599459,74450,25
Ecuador,ECU,2009,YR2009,52070000,..,0.492582272580512,210210000,3.11741808812028,75344,..
Ecuador,ECU,2010,YR2010,23140000,..,0.237681616091017,151050000,3.01055129218138,74977,..
"Egypt, Arab Rep.",EGY,1960,YR1960,113000000,..,..,170890000,..,..,..
"Egypt, Arab Rep.",EGY,1961,YR1961,115000000,..,..,110320000,..,25680,..
"Egypt, Arab Rep.",EGY,1962,YR1962,177000000,..,..,179680000,..,25050,..
"Egypt, Arab Rep.",EGY,1963,YR1963,174000000,..,..,199020000,..,24900,..
"Egypt, Arab Rep.",EGY,1964,YR1964,185000000,..,..,226180000,..,25060,..
"Egypt, Arab Rep.",EGY,1965,YR1965,85670000,..,..,113030000,..,26720,..
"Egypt, Arab Rep.",EGY,1966,YR1966,57090000,..,..,72520000,..,27800,..
"Egypt, Arab Rep.",EGY,1967,YR1967,1630000,..,..,30760000,..,28010,..
"Egypt, Arab Rep.",EGY,1968,YR1968,-3790000,..,..,22200000,..,28010,..
"Egypt, Arab Rep.",EGY,1969,YR1969,-2000000,..,..,1630000,..,28350,..
"Egypt, Arab Rep.",EGY,1970,YR1970,-2000000,..,..,32830000,..,28430,..
"Egypt, Arab Rep.",EGY,1971,YR1971,3000000,..,..,19120000,..,28520,..
"Egypt, Arab Rep.",EGY,1972,YR1972,-2000000,..,..,14260000,..,28550,..
"Egypt, Arab Rep.",EGY,1973,YR1973,-9000000,..,..,37720000,..,28550,..
"Egypt, Arab Rep.",EGY,1974,YR1974,40000000,..,..,126320000,..,28430,..
"Egypt, Arab Rep.",EGY,1975,YR1975,84000000,..,..,263610000,..,28250,..
"Egypt, Arab Rep.",EGY,1976,YR1976,245000000,..,..,447520000,..,27300,..
"Egypt, Arab Rep.",EGY,1977,YR1977,418000000,..,0.715888203590339,641400000,..,26350,..
"Egypt, Arab Rep.",EGY,1978,YR1978,625000000,..,2.14254596907984,893050000,..,25400,..
"Egypt, Arab Rep.",EGY,1979,YR1979,621000000,..,6.70129849989055,1046310000,..,24470,..
"Egypt, Arab Rep.",EGY,1980,YR1980,834000000,..,2.39295450856427,1222210000,..,24450,..
"Egypt, Arab Rep.",EGY,1981,YR1981,870000000,..,3.21537456128929,1160420000,..,24680,..
"Egypt, Arab Rep.",EGY,1982,YR1982,901000000,..,1.14710549208798,1279190000,..,24452.4,..
"Egypt, Arab Rep.",EGY,1983,YR1983,993000000,..,1.74145632451582,1273080000,..,24347.4,..
"Egypt, Arab Rep.",EGY,1984,YR1984,1252000000,..,2.37948594660601,1691000000,..,24582.6,..
"Egypt, Arab Rep.",EGY,1985,YR1985,1354000000,..,3.3945988729487,1723760000,..,24970,..
"Egypt, Arab Rep.",EGY,1986,YR1986,1147000000,..,3.39303137895737,1591240000,..,25670,..
"Egypt, Arab Rep.",EGY,1987,YR1987,1035000000,..,2.33957693746559,1645060000,..,25470,..
"Egypt, Arab Rep.",EGY,1988,YR1988,799000000,..,3.39566964659597,1519580000,5.05156071715505,25810,..
"Egypt, Arab Rep.",EGY,1989,YR1989,905000000,..,3.15316753516187,1473640000,3.96855867555022,25710,..
"Egypt, Arab Rep.",EGY,1990,YR1990,2346000000,..,1.70181522120116,3202760000,3.64477205665769,26480,..
"Egypt, Arab Rep.",EGY,1991,YR1991,2963000000,..,0.684328363066486,4440310000,3.79614605095093,26430,..
"Egypt, Arab Rep.",EGY,1992,YR1992,1662000000,..,1.09661732566499,3067640000,3.38102084831057,29962.8,..
"Egypt, Arab Rep.",EGY,1993,YR1993,939000000,..,1.05842525773196,1877740000,3.29671391752577,32460,103
"Egypt, Arab Rep.",EGY,1994,YR1994,685000000,..,2.42013257142857,2443360000,3.31628571428571,32460,145
"Egypt, Arab Rep.",EGY,1995,YR1995,626000000,..,0.994028431372549,1789530000,3.2406862745098,32830,187
"Egypt, Arab Rep.",EGY,1996,YR1996,725000000,..,0.940414995640802,2034060000,3.12794245858762,31764.6,85
"Egypt, Arab Rep.",EGY,1997,YR1997,542000000,..,1.13537589319293,1704270000,2.88999623918766,32449.2,66
"Egypt, Arab Rep.",EGY,1998,YR1998,810000000,..,1.26843702157272,1659340000,2.79627696590118,32596.2,27
"Egypt, Arab Rep.",EGY,1999,YR1999,666830000,..,1.1743928153446,1454460000,2.70204811443433,34830,..
"Egypt, Arab Rep.",EGY,2000,YR2000,634820000,..,1.23699720670391,1212660000,2.68259335489562,32910,..
"Egypt, Arab Rep.",EGY,2001,YR2001,630080000,..,0.522267242821299,1163910000,3.13925285754112,33380,..
"Egypt, Arab Rep.",EGY,2002,YR2002,845850000,..,0.736363077329111,1175820000,3.44721562417524,34240,..
"Egypt, Arab Rep.",EGY,2003,YR2003,441760000,..,0.286284498203593,839420000,3.34083832335329,34090,..
"Egypt, Arab Rep.",EGY,2004,YR2004,704470000,..,1.58957074593035,1365250000,3.02565423449413,34780,..
"Egypt, Arab Rep.",EGY,2005,YR2005,401760000,..,5.99381895636026,852400000,2.85393686165274,35230,..
"Egypt, Arab Rep.",EGY,2006,YR2006,195600000,..,9.34352716852841,771360000,2.74037558685446,35330,..
"Egypt, Arab Rep.",EGY,2007,YR2007,462410000,..,8.8735379189044,1010090000,2.50212808807734,35380,..
"Egypt, Arab Rep.",EGY,2008,YR2008,470780000,..,5.8314126186488,1172960000,2.29304299274149,35420,..
"Egypt, Arab Rep.",EGY,2009,YR2009,185070000,..,3.55144230282096,790890000,2.13727691421992,36890,..
"Egypt, Arab Rep.",EGY,2010,YR2010,49390000,..,2.91728670976297,499930000,2.05349743079728,36710,..
El Salvador,SLV,1960,YR1960,1000000,..,..,1010000,..,..,..
El Salvador,SLV,1961,YR1961,8000000,..,..,8010000,..,12520,..
El Salvador,SLV,1962,YR1962,6000000,..,..,6060000,..,12520,..
El Salvador,SLV,1963,YR1963,11000000,..,..,11050000,..,12580,..
El Salvador,SLV,1964,YR1964,11000000,..,..,11470000,..,12580,..
El Salvador,SLV,1965,YR1965,11250000,..,..,11560000,..,12600,..
El Salvador,SLV,1966,YR1966,17560000,..,..,17890000,..,12500,..
El Salvador,SLV,1967,YR1967,11730000,..,..,12170000,..,12410,..
El Salvador,SLV,1968,YR1968,7980000,..,..,9970000,..,12390,..
El Salvador,SLV,1969,YR1969,9000000,..,..,11110000,..,12370,..
El Salvador,SLV,1970,YR1970,11000000,..,..,11740000,..,12350,..
El Salvador,SLV,1971,YR1971,6000000,..,..,8820000,..,12780,..
El Salvador,SLV,1972,YR1972,8000000,..,..,10040000,..,12810,..
El Salvador,SLV,1973,YR1973,9000000,..,..,10670000,..,12880,..
El Salvador,SLV,1974,YR1974,5000000,..,..,7680000,..,12980,..
El Salvador,SLV,1975,YR1975,6000000,..,..,11860000,..,13080,..
El Salvador,SLV,1976,YR1976,8000000,..,0.556634057903944,12770000,..,13000,..
El Salvador,SLV,1977,YR1977,9000000,..,0.633660113621649,20230000,..,13090,..
El Salvador,SLV,1978,YR1978,10000000,..,0.746812619087201,26290000,..,13500,..
El Salvador,SLV,1979,YR1979,10000000,..,-0.28755876152137,26850000,..,14000,..
El Salvador,SLV,1980,YR1980,43000000,..,0.16452339042752,50260000,..,14100,..
El Salvador,SLV,1981,YR1981,97000000,..,-0.166414513766175,109130000,..,13700,..
El Salvador,SLV,1982,YR1982,170000000,..,-0.0294187810851712,176370000,..,13410,..
El Salvador,SLV,1983,YR1983,231000000,..,0.800833277292116,239550000,..,13370,..
El Salvador,SLV,1984,YR1984,221000000,..,0.337549663632853,228400000,..,13470,..
El Salvador,SLV,1985,YR1985,287000000,..,0.326284139912113,306650000,..,13670,..
El Salvador,SLV,1986,YR1986,272000000,..,0.639867087892442,317310000,..,13870,..
El Salvador,SLV,1987,YR1987,356000000,..,0.462854674395127,409400000,..,13870,..
El Salvador,SLV,1988,YR1988,318000000,..,0.40478486257363,385110000,4.271323885069,14070,..
El Salvador,SLV,1989,YR1989,310000000,..,0.328437622913949,371420000,4.87235108745221,14070,4925
El Salvador,SLV,1990,YR1990,247000000,..,0.0395399213827743,318120000,3.41366598744942,14100,848
El Salvador,SLV,1991,YR1991,182000000,..,0.474119731886632,252770000,2.73257745456788,14280,88
El Salvador,SLV,1992,YR1992,230000000,..,0.257099076699469,338990000,2.25357678228633,14510,..
El Salvador,SLV,1993,YR1993,207000000,..,0.236841222513121,322280000,1.67872637052737,14510,..
El Salvador,SLV,1994,YR1994,142000000,..,0.0269615118234887,261980000,1.35221281751452,14540,..
El Salvador,SLV,1995,YR1995,115000000,..,0.400370702592296,266640000,1.1750570910203,14550,..
El Salvador,SLV,1996,YR1996,74000000,..,-0.0465053435054914,259510000,1.07440915279515,13880,..
El Salvador,SLV,1997,YR1997,89000000,..,0.530266108007732,251930000,1.00776620629422,14060,..
El Salvador,SLV,1998,YR1998,39960000,..,9.19116755335798,177050000,0.922942907935978,14500,..
El Salvador,SLV,1999,YR1999,49380000,..,1.7312891605895,187700000,0.92054923959354,14810,..
El Salvador,SLV,2000,YR2000,36640000,..,1.32022749940993,186850000,0.840334094339909,15000,..
El Salvador,SLV,2001,YR2001,50900000,..,2.01915628370992,247200000,1.09067350391113,15500,..
El Salvador,SLV,2002,YR2002,62010000,..,3.28517407927754,241930000,1.13023967791315,15550,..
El Salvador,SLV,2003,YR2003,72920000,..,0.938411744767956,204500000,0.841380502036992,15510,..
El Salvador,SLV,2004,YR2004,114760000,..,2.29942462163651,224150000,0.810213757176405,16100,..
El Salvador,SLV,2005,YR2005,47020000,..,2.99020697562859,201470000,0.777474873930899,15650,..
El Salvador,SLV,2006,YR2006,24540000,..,1.29984313260416,167990000,0.766008829855477,14740,..
El Salvador,SLV,2007,YR2007,39040000,..,7.71210003531477,97860000,0.823679799451875,15040,..
El Salvador,SLV,2008,YR2008,42370000,..,4.21375577434557,234400000,0.807241845924129,15500,..
El Salvador,SLV,2009,YR2009,82080000,..,1.7846667634674,284710000,0.919122985334689,15450,..
El Salvador,SLV,2010,YR2010,148160000,..,-0.528336439980218,288030000,0.938449830285317,15350,..
Equatorial Guinea,GNQ,1960,YR1960,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,1961,YR1961,..,..,..,..,..,3140,..
Equatorial Guinea,GNQ,1962,YR1962,..,..,..,..,..,3190,..
Equatorial Guinea,GNQ,1963,YR1963,..,..,..,..,..,3240,..
Equatorial Guinea,GNQ,1964,YR1964,..,..,..,..,..,3250,..
Equatorial Guinea,GNQ,1965,YR1965,..,..,..,..,..,3250,..
Equatorial Guinea,GNQ,1966,YR1966,..,..,..,..,..,3290,..
Equatorial Guinea,GNQ,1967,YR1967,..,..,..,..,..,3290,..
Equatorial Guinea,GNQ,1968,YR1968,..,..,..,..,..,3290,..
Equatorial Guinea,GNQ,1969,YR1969,..,..,..,..,..,3290,..
Equatorial Guinea,GNQ,1970,YR1970,..,..,..,..,..,3290,..
Equatorial Guinea,GNQ,1971,YR1971,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1972,YR1972,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1973,YR1973,..,..,..,30000,..,3340,..
Equatorial Guinea,GNQ,1974,YR1974,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1975,YR1975,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1976,YR1976,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1977,YR1977,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1978,YR1978,..,..,..,..,..,3340,..
Equatorial Guinea,GNQ,1979,YR1979,..,..,..,490000,..,3340,..
Equatorial Guinea,GNQ,1980,YR1980,..,..,..,1110000,..,3340,..
Equatorial Guinea,GNQ,1981,YR1981,1000000,..,-0.490043635816068,6400000,..,3340,..
Equatorial Guinea,GNQ,1982,YR1982,..,..,1.01592409698718,8400000,..,3340,..
Equatorial Guinea,GNQ,1983,YR1983,..,..,1.1700523231932,5050000,..,3340,..
Equatorial Guinea,GNQ,1984,YR1984,1000000,..,4.31232227313567,8760000,..,3340,..
Equatorial Guinea,GNQ,1985,YR1985,1000000,..,3.927972267083,7340000,..,3340,..
Equatorial Guinea,GNQ,1986,YR1986,1000000,..,7.36839656771809,12180000,..,3340,..
Equatorial Guinea,GNQ,1987,YR1987,2000000,..,1.79975868333508,39110000,..,3340,..
Equatorial Guinea,GNQ,1988,YR1988,1000000,..,0.497340900753016,31530000,..,3340,..
Equatorial Guinea,GNQ,1989,YR1989,1000000,..,1.0086094599928,42790000,..,3340,..
Equatorial Guinea,GNQ,1990,YR1990,1000000,..,9.87677245681127,51600000,..,3340,..
Equatorial Guinea,GNQ,1991,YR1991,2000000,..,37.2610561935247,38550000,..,3340,..
Equatorial Guinea,GNQ,1992,YR1992,..,..,4.4677054058845,40700000,..,3340,..
Equatorial Guinea,GNQ,1993,YR1993,..,..,16.3925178302921,29300000,..,3340,..
Equatorial Guinea,GNQ,1994,YR1994,..,..,16.8594772052576,20050000,2.3602553215217,3340,..
Equatorial Guinea,GNQ,1995,YR1995,..,..,89.4756129038108,24050000,2.43058903617806,3340,..
Equatorial Guinea,GNQ,1996,YR1996,..,..,161.823750557721,24860000,..,3340,..
Equatorial Guinea,GNQ,1997,YR1997,1000000,..,12.0838694317738,20440000,..,3340,..
Equatorial Guinea,GNQ,1998,YR1998,960000,..,74.1238991684881,20160000,..,3340,..
Equatorial Guinea,GNQ,1999,YR1999,940000,..,24.8416890742138,15420000,..,3340,..
Equatorial Guinea,GNQ,2000,YR2000,30000,..,14.7705365160501,20280000,..,3340,..
Equatorial Guinea,GNQ,2001,YR2001,860000,..,64.3841004514504,15720000,..,3340,..
Equatorial Guinea,GNQ,2002,YR2002,80000,..,17.8991452347519,17730000,..,3240,..
Equatorial Guinea,GNQ,2003,YR2003,230000,..,27.760575286965,19150000,..,3240,..
Equatorial Guinea,GNQ,2004,YR2004,30000,..,7.72914720306847,26830000,..,3240,..
Equatorial Guinea,GNQ,2005,YR2005,190000,..,9.36000533138001,32300000,..,3240,..
Equatorial Guinea,GNQ,2006,YR2006,60000,..,4.65478291557726,23000000,..,3140,..
Equatorial Guinea,GNQ,2007,YR2007,30000,..,9.50702130455379,27850000,1.50182586762037,3140,..
Equatorial Guinea,GNQ,2008,YR2008,10000,..,-4.01962841654562,23850000,1.48230906749545,3090,..
Equatorial Guinea,GNQ,2009,YR2009,170000,..,10.8879553284907,28210000,2.47492960390331,2940,..
Equatorial Guinea,GNQ,2010,YR2010,130000,..,16.7745065497499,78940000,..,2940,..
Eritrea,ERI,1960,YR1960,..,..,..,..,..,..,..
Eritrea,ERI,1961,YR1961,..,..,..,..,..,..,..
Eritrea,ERI,1962,YR1962,..,..,..,..,..,..,..
Eritrea,ERI,1963,YR1963,..,..,..,..,..,..,..
Eritrea,ERI,1964,YR1964,..,..,..,..,..,..,..
Eritrea,ERI,1965,YR1965,..,..,..,..,..,..,..
Eritrea,ERI,1966,YR1966,..,..,..,..,..,..,..
Eritrea,ERI,1967,YR1967,..,..,..,..,..,..,..
Eritrea,ERI,1968,YR1968,..,..,..,..,..,..,..
Eritrea,ERI,1969,YR1969,..,..,..,..,..,..,..
Eritrea,ERI,1970,YR1970,..,..,..,..,..,..,..
Eritrea,ERI,1971,YR1971,..,..,..,..,..,..,..
Eritrea,ERI,1972,YR1972,..,..,..,..,..,..,..
Eritrea,ERI,1973,YR1973,..,..,..,..,..,..,..
Eritrea,ERI,1974,YR1974,..,..,..,..,..,..,..
Eritrea,ERI,1975,YR1975,..,..,..,..,..,..,..
Eritrea,ERI,1976,YR1976,..,..,..,..,..,..,..
Eritrea,ERI,1977,YR1977,..,..,..,..,..,..,..
Eritrea,ERI,1978,YR1978,..,..,..,..,..,..,..
Eritrea,ERI,1979,YR1979,..,..,..,..,..,..,..
Eritrea,ERI,1980,YR1980,..,..,..,..,..,..,..
Eritrea,ERI,1981,YR1981,..,..,..,..,..,..,..
Eritrea,ERI,1982,YR1982,..,..,..,..,..,..,..
Eritrea,ERI,1983,YR1983,..,..,..,..,..,..,..
Eritrea,ERI,1984,YR1984,..,..,..,..,..,..,..
Eritrea,ERI,1985,YR1985,..,..,..,..,..,..,..
Eritrea,ERI,1986,YR1986,..,..,..,..,..,..,..
Eritrea,ERI,1987,YR1987,..,..,..,..,..,..,..
Eritrea,ERI,1988,YR1988,..,..,..,..,..,..,..
Eritrea,ERI,1989,YR1989,..,..,..,..,..,..,..
Eritrea,ERI,1990,YR1990,..,..,..,..,..,..,..
Eritrea,ERI,1991,YR1991,..,..,..,..,..,..,..
Eritrea,ERI,1992,YR1992,..,..,..,..,..,..,..
Eritrea,ERI,1993,YR1993,4000000,..,..,48240000,22.0387476497997,74000,..
Eritrea,ERI,1994,YR1994,9000000,..,..,97240000,13.3946018563752,74060,..
Eritrea,ERI,1995,YR1995,5000000,..,..,119490000,20.8282648068554,74070,..
Eritrea,ERI,1996,YR1996,15000000,..,5.29198936809366,135650000,21.9593521752937,73380,..
Eritrea,ERI,1997,YR1997,12000000,..,5.98667305210619,88340000,12.8311476006847,73600,31
Eritrea,ERI,1998,YR1998,20200000,..,19.9212669296234,103560000,35.2774688989993,74670,10
Eritrea,ERI,1999,YR1999,11470000,..,12.0800554485916,86510000,39.6065165138431,74670,32203
Eritrea,ERI,2000,YR2000,39490000,..,3.94553485154135,117770000,32.6556710414607,75300,25000
Eritrea,ERI,2001,YR2001,28930000,..,1.6124580670718,174360000,22.1367915273299,75320,..
Eritrea,ERI,2002,YR2002,44940000,..,3.12155476323339,135720000,20.6718782838549,75320,..
Eritrea,ERI,2003,YR2003,91740000,..,2.87272077462178,210120000,20.8657452739956,75670,57
